page;type;url;domaine;ancre
6.html;interne;38.html;;
6.html;interne;ponovlenia.html;;
6.html;interne;zashita-evrop.html;;
6.html;interne;zupinka.html;;
6.html;interne;75.html;;< Назад
6.html;interne;75.html;;Далi >
6.html;mailto;mailto:contact@ukrainefrance.org;;mailto:contact@ukrainefrance.org
60.html;interne;index.html;;На головну
60.html;interne;1.html;;чому?
60.html;interne;2.html;;прибуття
60.html;interne;20.html;;прибуття_Париж
60.html;interne;3.html;;Переміщення
60.html;interne;4.html;;житло
60.html;interne;5.html;;лікувати
60.html;interne;75.html;;ВНЖ, Інші статуси
60.html;interne;76.html;;Порівняння внж
60.html;interne;77.html;;Запит Азіль
60.html;interne;6.html;;тимчасового захисту
60.html;interne;7.html;;працювати
60.html;interne;8.html;;надзвичайна ситуація
60.html;interne;9.html;;вивчати французьку
60.html;interne;10.html;;практична інформація і посилання
60.html;interne;je-suis-francais-je-veux-aider-.html;;Je suis français je veux aider !
60.html;interne;11.html;;діти та неповнолітні
60.html;interne;13.html;;їсти
60.html;interne;12.html;;Домашні тварини
60.html;interne;14.html;;дешеві продукти
60.html;interne;15.html;;Допомога,банк та гроші
60.html;interne;19.html;;лікар
60.html;interne;16.html;;виїзд з україни
60.html;interne;17.html;;студент
60.html;interne;72.html;;Студент та ВНЗ
60.html;interne;73.html;;Після ВНЗ
60.html;interne;18.html;;дозвілля
60.html;interne;deplacer-france.html;;déplacer_france
60.html;interne;deplacer-paris.html;;deplacer_paris
60.html;interne;deplacer-europe.html;;deplacer_europe
60.html;interne;deplacer-voiture.html;;deplacer_voiture
60.html;interne;soigner-sans.html;;soigner_sans
60.html;interne;soigner-protection.html;;soigner_protection
60.html;interne;soigner-avec.html;;soigner_avec
60.html;interne;soigner-psy.html;;soigner_psy
60.html;interne;soigner-medic.html;;soigner_medic
60.html;interne;soigner-covid.html;;soigner_covid
60.html;interne;advocat.html;;advocat
60.html;interne;iest-paris.html;;iest_paris
60.html;interne;iest-france.html;;iest_france
60.html;interne;simcard.html;;simcard
60.html;interne;mineur-non-accompagne.html;;mineur_non_accompagné
60.html;interne;mineur-consulat.html;;mineur_consulat
60.html;interne;mineur-ecole.html;;mineur_ecole
60.html;interne;mineur-divers.html;;mineur_divers
60.html;interne;sante-france.html;;sante_france
60.html;interne;banque-ada.html;;banque_ADA
60.html;interne;banque-change.html;;banque_change
60.html;interne;zashita-evrop.html;;zashita_evrop
60.html;interne;banque-compte.html;;banque_compte
60.html;interne;gare-est.html;;gare_est
60.html;interne;paris-verneuil.html;;paris_verneuil
60.html;interne;neofitsine-zhitlo.html;;neofitsine_zhitlo
60.html;interne;orendu-kvartiri.html;;orendu_kvartiri
60.html;interne;gare-nord-est.html;;gare_nord_est
60.html;interne;21.html;;в дорозі
60.html;interne;22.html;;Ніцці
60.html;interne;23.html;;Страсбурз
60.html;interne;navigo.html;;Знижки_Navigo
60.html;interne;est.html;;маршрут_est
60.html;interne;nord.html;;маршрут_nord
60.html;interne;lyon.html;;маршрут_lyon
60.html;interne;montparnasse.html;;маршрут_montparnasse
60.html;interne;euro-survey.html;;Велике європейське дослідження
60.html;interne;24.html;;Франція<->Україна
60.html;interne;25.html;;Франція->Україна
60.html;interne;26.html;;група_містом
60.html;interne;27.html;;група_країною
60.html;interne;28.html;;корисні_сайти
60.html;interne;29.html;;перекладач
60.html;interne;30.html;;перевезення_посилок
60.html;interne;32.html;;дешеві продукти у Парижі
60.html;interne;31.html;;зникла_безвісти
60.html;interne;33.html;;дешеві продукти у Франції
60.html;interne;ada-.html;;ada_працювати
60.html;interne;artist.html;;artist
60.html;interne;ofitsine-prozhivania.html;;офіційне проживання
60.html;interne;hotel.html;;готель зі знижкою
60.html;interne;alternativne.html;;альтернативне рішення
60.html;interne;sotsialne-zhitlo.html;;соціальне житло
60.html;interne;34.html;;онлайн
60.html;interne;35.html;;франц-париж
60.html;interne;36.html;;Франц-Франція
60.html;interne;caf.html;;CAF
60.html;interne;invalid.html;;invalid
60.html;interne;soigner-online.html;;soigner_online
60.html;interne;adressa.html;;адреса для кореспонденції
60.html;interne;38.html;;тимчасового захисту початковий
60.html;interne;ponovlenia.html;;поновлення
60.html;interne;ofii.html;;Ofii
60.html;interne;pole-emploi.html;;pole emploi
60.html;interne;notarius.html;;нотаріус
60.html;interne;zupinka.html;;зупинка захисту
60.html;interne;pogashenia.html;;погашення
60.html;interne;lyon2.html;;Ліон
60.html;interne;narodzhenia.html;;народження
60.html;interne;bercy.html;;маршрут_bercy
60.html;interne;37.html;;Переїзд
60.html;interne;39.html;;Німеччина
60.html;interne;ada-1.html;;ADA_сума
60.html;interne;40.html;;поновлення_Париж
60.html;interne;41.html;;поновлення_передмістя
60.html;interne;42.html;;поновлення_Франція
60.html;interne;43.html;;маршрут_префектура
60.html;interne;44.html;;соціальний працівник
60.html;interne;45.html;;водійські права
60.html;interne;46.html;;водіння у франції
60.html;interne;47.html;;страхування
60.html;interne;48.html;;парковка
60.html;interne;49.html;;аварія
60.html;interne;50.html;;механік
60.html;interne;51.html;;оренда
60.html;interne;52.html;;автошкола
60.html;interne;53.html;;купити Продати
60.html;interne;54.html;;вантажний транспорт
60.html;interne;55.html;;меблі
60.html;interne;56.html;;французький господар
60.html;interne;57.html;;податки
60.html;interne;58.html;;страхування_продовження
60.html;interne;59.html;;посольство
60.html;interne;60.html;;щоб знайти роботу
60.html;interne;61.html;;доступні робочі місця
60.html;interne;62.html;;не знаючи французької
60.html;interne;63.html;;Медичне страхування на роботі. Лікарняний
60.html;interne;64.html;;комп'ютер ІТ професія
60.html;interne;65.html;;учитель вчитель
60.html;interne;66.html;;керівників і менеджерів
60.html;interne;67.html;;дослідники
60.html;interne;fop.html;;позаштатний FOP
60.html;interne;69.html;;няня
60.html;interne;70.html;;з англійською мовою
60.html;interne;68.html;;журналіст
60.html;interne;71.html;;послугами майстринь
60.html;interne;74.html;;купити житло
60.html;interne;2024-.html;;приїжджати 2024?
60.html;interne;vitale.html;;карта vitale
60.html;interne;78.html;;Нант
60.html;interne;79.html;;смерть у Франції
60.html;interne;80.html;;аеропорт
60.html;interne;mutuelle.html;;mutuelle
60.html;interne;mark.html;;mark
60.html;interne;reserv.html;;reserv
60.html;interne;index.html;;Ukraine France
60.html;externe;https://drive.google.com/file/d/1uSZjQsONp7PpFvbr4-Q720W7HRc27yjW/view;drive.google.com;ТРУДОВЕ ПРАВО  ПРАВА ПРАЦІВНИКА
60.html;externe;https://www-apec-fr.translate.goog/candidat/etre-accompagne-dans-votre-recherche-demploi/construire-votre-strategie-de-recherche/fiches-services/rendez-vous-conseil.html?_x_tr_sl=fr&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;www-apec-fr.translate.goog;допомогу від консультанта з підбору персоналу
60.html;externe;https://paris-ua.com/robota-i-zarplata-pole-emploi/;paris-ua.com;Текст інформація написана Ірина Листопад
60.html;externe;https://www.salaire-brut-en-net.fr/;www.salaire-brut-en-net.fr;https://www.salaire-brut-en-net.fr/
60.html;interne;banque-compte.html;;французькому, чи європейському банку .
60.html;externe;https://www-lingvaflavor-com.translate.goog/kak-sostavit-resume-na-franzyskom/?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;www-lingvaflavor-com.translate.goog;CV французькою: зразок та інструкції
60.html;externe;https://drive.google.com/file/d/1-URA7nAs8IRnQmNeWNaT6H8OryRDUDRU/view?fs=e&s=cl;drive.google.com;пошуку роботи у Франції
60.html;externe;https://www.ain.gouv.fr/IMG/pdf/fiche_pratique_offreprimoarrivants-ukraine.pdf;www.ain.gouv.fr;https://www.ain.gouv.fr/IMG/pdf/fiche_pratique_offreprimoarrivants-ukraine.pdf
60.html;externe;https://parrainage.refugies.info/ukraine/installation/index.html#travailler-en-france;parrainage.refugies.info;https://parrainage.refugies.info/ukraine/installation/index.html#travailler-en-france
60.html;externe;https://www.welcometofrance.com/rubrique/contrat-de-travail;www.welcometofrance.com;https://www.welcometofrance.com/rubrique/contrat-de-travail
60.html;externe;https://www.gendarmerie.interieur.gouv.fr/contacts/signaler-une-exploitation-par-le-travail;www.gendarmerie.interieur.gouv.fr;https://www.gendarmerie.interieur.gouv.fr/contacts/signaler-une-exploitation-par-le-travail
60.html;externe;https://www-france--education--international-fr.translate.goog/expertises/enic-naric?langue=fr&_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;www-france--education--international-fr.translate.goog;https://www-france--education--international-fr.translate.goog/expertises/enic-naric
60.html;externe;https://www-france--education--international-fr.translate.goog/article/le-passeport-europeen-des-qualifications-des-refugies-eqpr?langue=fr&_x_tr_sl=fr&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;www-france--education--international-fr.translate.goog;https://www-france--education--international-fr.translate.goog/article/le-passeport-europeen-des-qualifications-des-refu
60.html;externe;https://wiki.frua.fr/ru/workinfrance;wiki.frua.fr;https://wiki.frua.fr/ru/workinfrance
60.html;externe;https://t.me/naym_france/15336;t.me;https://t.me/naym_france/15336
60.html;interne;7.html;;< Назад
60.html;interne;7.html;;Далi >
60.html;mailto;mailto:contact@ukrainefrance.org;;mailto:contact@ukrainefrance.org
61.html;interne;index.html;;На головну
61.html;interne;1.html;;чому?
61.html;interne;2.html;;прибуття
61.html;interne;20.html;;прибуття_Париж
61.html;interne;3.html;;Переміщення
61.html;interne;4.html;;житло
61.html;interne;5.html;;лікувати
61.html;interne;75.html;;ВНЖ, Інші статуси
61.html;interne;76.html;;Порівняння внж
61.html;interne;77.html;;Запит Азіль
61.html;interne;6.html;;тимчасового захисту
61.html;interne;7.html;;працювати
61.html;interne;8.html;;надзвичайна ситуація
